표이름,시점,지역,분류,항목,값,단위
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,30~34,160,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,35~39,499,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,40~44,1086,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,45~49,2555,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,50~54,4663,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,55~59,6934,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,60~64,9321,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,65~69,8160,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,70~74,7086,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,75~79,5657,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,80세이상,5126,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,경영주평균연령,64.9,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,경영주교육정도별농가:          받지않음,3130,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,초등학교,11366,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,중학교,8162,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,고등학교,16936,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,4년제미만대학,4529,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,4년제이상대학교,5635,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,대학원 석사과정,1215,가구
경영주 연령 및 교육정도별 농가,2020,전국,기타작물,대학원 박사과정,335,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,농가,43264,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,경영주연령별농가:15~19,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,20~24,33,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,25~29,163,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,30~34,382,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,35~39,898,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,40~44,1348,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,45~49,2215,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,50~54,3906,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,55~59,7058,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,60~64,9878,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,65~69,8025,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,70~74,5256,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,75~79,2771,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,80세이상,1330,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,경영주평균연령,61.7,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,경영주교육정도별농가:          받지않음,995,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,초등학교,8486,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,중학교,8757,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,고등학교,16337,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,4년제미만대학,4000,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,4년제이상대학교,4038,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,대학원 석사과정,522,가구
경영주 연령 및 교육정도별 농가,2020,전국,축산,대학원 박사과정,129,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,농가,1035193,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,경영주연령별농가:15~19,9,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,20~24,196,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,25~29,893,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,30~34,2760,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,35~39,8568,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,40~44,18985,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,45~49,42989,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,50~54,77645,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,55~59,124686,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,60~64,179143,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,65~69,168571,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,70~74,158197,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,75~79,133960,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,80세이상,118591,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,경영주평균연령,66.1,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,경영주교육정도별농가:          받지않음,67175,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,초등학교,276226,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,중학교,184088,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,고등학교,322871,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,4년제미만대학,71663,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,4년제이상대학교,93404,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,대학원 석사과정,15708,가구
경영주 연령 및 교육정도별 농가,2020,전국,전겸업별,대학원 박사과정,4058,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,농가,619405,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,경영주연령별농가:15~19,3,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,20~24,114,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,25~29,435,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,30~34,1217,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,35~39,3254,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,40~44,6354,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,45~49,13353,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,50~54,25152,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,55~59,47261,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,60~64,91413,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,65~69,107680,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,70~74,116850,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,75~79,106908,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,80세이상,99411,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,경영주평균연령,69.3,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,경영주교육정도별농가:          받지않음,54331,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,초등학교,209746,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,중학교,121605,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,고등학교,164504,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,4년제미만대학,27921,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,4년제이상대학교,34302,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,대학원 석사과정,5748,가구
경영주 연령 및 교육정도별 농가,2020,전국,전업,대학원 박사과정,1248,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,농가,415788,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,경영주연령별농가:15~19,6,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,20~24,82,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,25~29,458,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,30~34,1543,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,35~39,5314,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,40~44,12631,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,45~49,29636,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,50~54,52493,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,55~59,77425,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,60~64,87730,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,65~69,60891,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,70~74,41347,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,75~79,27052,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,80세이상,19180,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,경영주평균연령,61.3,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,경영주교육정도별농가:          받지않음,12844,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,초등학교,66480,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,중학교,62483,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,고등학교,158367,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,4년제미만대학,43742,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,4년제이상대학교,59102,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,대학원 석사과정,9960,가구
경영주 연령 및 교육정도별 농가,2020,전국,겸업,대학원 박사과정,2810,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,농가,109455,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,경영주연령별농가:15~19,2,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,20~24,28,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,25~29,142,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,30~34,406,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,35~39,1148,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,40~44,2581,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,45~49,5795,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,50~54,10206,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,55~59,16421,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,60~64,22303,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,65~69,17680,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,70~74,14659,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,75~79,10532,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,80세이상,7552,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,경영주평균연령,63.7,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,경영주교육정도별농가:          받지않음,4995,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,초등학교,25571,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,중학교,20348,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,고등학교,37748,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,4년제미만대학,8969,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,4년제이상대학교,9753,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,대학원 석사과정,1672,가구
경영주 연령 및 교육정도별 농가,2020,전국,1종 겸업,대학원 박사과정,399,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,농가,306333,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,경영주연령별농가:15~19,4,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,20~24,54,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,25~29,316,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,30~34,1137,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,35~39,4166,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,40~44,10050,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,45~49,23841,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,50~54,42287,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,55~59,61004,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,60~64,65427,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,65~69,43211,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,70~74,26688,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,75~79,16520,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,80세이상,11628,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,경영주평균연령,60.5,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,경영주교육정도별농가:          받지않음,7849,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,초등학교,40909,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,중학교,42135,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,고등학교,120619,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,4년제미만대학,34773,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,4년제이상대학교,49349,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,대학원 석사과정,8288,가구
경영주 연령 및 교육정도별 농가,2020,전국,2종 겸업,대학원 박사과정,2411,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,농가,1035193,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,경영주연령별농가:15~19,9,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,20~24,196,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,25~29,893,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,30~34,2760,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,35~39,8568,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,40~44,18985,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,45~49,42989,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,50~54,77645,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,55~59,124686,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,60~64,179143,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,65~69,168571,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,70~74,158197,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,75~79,133960,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,80세이상,118591,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,경영주평균연령,66.1,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,경영주교육정도별농가:          받지않음,67175,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,초등학교,276226,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,중학교,184088,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,고등학교,322871,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,4년제미만대학,71663,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,4년제이상대학교,93404,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,대학원 석사과정,15708,가구
경영주 연령 및 교육정도별 농가,2020,전국,농축산물판매금액별,대학원 박사과정,4058,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,농가,84816,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,경영주연령별농가:15~19,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,20~24,16,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,25~29,80,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,30~34,264,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,35~39,871,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,40~44,2248,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,45~49,5021,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,50~54,8834,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,55~59,12551,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,60~64,14784,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,65~69,12206,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,70~74,10211,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,75~79,8855,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,80세이상,8874,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,경영주평균연령,64.2,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,경영주교육정도별농가:          받지않음,5181,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,초등학교,14537,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,중학교,10068,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,고등학교,27945,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,4년제미만대학,8305,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,4년제이상대학교,14475,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,대학원 석사과정,3272,가구
경영주 연령 및 교육정도별 농가,2020,전국,판매없음,대학원 박사과정,1033,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,농가,192327,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,경영주연령별농가:15~19,2,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,20~24,30,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,25~29,107,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,30~34,345,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,35~39,1373,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,40~44,3319,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,45~49,8274,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,50~54,14960,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,55~59,23376,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,60~64,31759,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,65~69,29155,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,70~74,27515,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,75~79,25749,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,80세이상,26363,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,경영주평균연령,66.5,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,경영주교육정도별농가:          받지않음,16135,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,초등학교,45877,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,중학교,27982,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,고등학교,59466,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,4년제미만대학,14900,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,4년제이상대학교,22524,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,대학원 석사과정,4297,가구
경영주 연령 및 교육정도별 농가,2020,전국,120만원 미만,대학원 박사과정,1146,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,농가,186151,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,경영주연령별농가:15~19,2,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,20~24,25,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,25~29,89,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,30~34,329,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,35~39,1135,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,40~44,2592,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,45~49,6486,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,50~54,12076,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,55~59,19626,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,60~64,28676,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,65~69,28764,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,70~74,29320,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,75~79,28478,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,80세이상,28553,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,경영주평균연령,67.8,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,경영주교육정도별농가:          받지않음,16966,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,초등학교,54520,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,중학교,29819,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,고등학교,53142,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,4년제미만대학,11828,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,4년제이상대학교,16383,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,대학원 석사과정,2755,가구
경영주 연령 및 교육정도별 농가,2020,전국,120~300,대학원 박사과정,738,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,농가,130377,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,20~24,18,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,25~29,93,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,30~34,245,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,35~39,747,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,40~44,1724,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,45~49,4295,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,50~54,8105,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,55~59,13136,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,60~64,19523,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,65~69,20521,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,70~74,21596,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,75~79,20784,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,80세이상,19590,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,경영주평균연령,68,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,경영주교육정도별농가:          받지않음,10621,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,초등학교,40973,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,중학교,23036,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,고등학교,36331,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,4년제미만대학,7794,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,4년제이상대학교,9704,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,대학원 석사과정,1581,가구
경영주 연령 및 교육정도별 농가,2020,전국,300~500,대학원 박사과정,337,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,농가,133373,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,경영주연령별농가:15~19,1,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,20~24,24,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,25~29,76,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,30~34,262,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,35~39,771,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,40~44,1883,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,45~49,4482,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,50~54,8158,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,55~59,13363,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,60~64,20769,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,65~69,21851,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,70~74,23457,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,75~79,20770,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,80세이상,17506,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,경영주평균연령,67.6,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,경영주교육정도별농가:          받지않음,8919,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,초등학교,43403,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,중학교,25754,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,고등학교,37499,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,4년제미만대학,7384,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,4년제이상대학교,8780,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,대학원 석사과정,1351,가구
경영주 연령 및 교육정도별 농가,2020,전국,500~1천,대학원 박사과정,283,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,농가,106066,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,20~24,24,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,25~29,71,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,30~34,249,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,35~39,783,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,40~44,1700,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,45~49,3718,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,50~54,6901,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,55~59,11293,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,60~64,18022,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,65~69,19072,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,70~74,19095,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,75~79,14854,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,80세이상,10284,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,경영주평균연령,66.6,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,경영주교육정도별농가:          받지않음,5114,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,초등학교,33187,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,중학교,22669,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,고등학교,31652,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,4년제미만대학,5922,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,4년제이상대학교,6458,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,대학원 석사과정,867,가구
경영주 연령 및 교육정도별 농가,2020,전국,1~2천,대학원 박사과정,197,가구
경영주 연령 및 교육정도별 농가,2020,전국,2~3천,농가,64292,가구
경영주 연령 및 교육정도별 농가,2020,전국,2~3천,경영주연령별농가:15~19,-,가구
경영주 연령 및 교육정도별 농가,2020,전국,2~3천,20~24,13,가구
경영주 연령 및 교육정도별 농가,2020,전국,2~3천,25~29,71,가구
경영주 연령 및 교육정도별 농가,2020,전국,2~3천,30~34,198,가구
경영주 연령 및 교육정도별 농가,2020,전국,2~3천,35~39,560,가구
경영주 연령 및 교육정도별 농가,2020,전국,2~3천,40~44,1258,가구
